review_text,rating,date,bank,source,review_id,sentiment_label,sentiment_score,theme
good,5,2025-09-12,BOA,Google Play,480,POSITIVE,0.999816119670868,Other
very good app i ever used,5,2025-09-11,BOA,Google Play,481,POSITIVE,0.9998385906219482,Other
its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11,BOA,Google Play,482,NEGATIVE,0.9979867935180664,Account Access Issues
zedo,5,2025-09-10,BOA,Google Play,483,POSITIVE,0.994045615196228,Other
please open my mobile app,5,2025-09-10,BOA,Google Play,484,POSITIVE,0.9873003363609314,Other
it doesn't open,1,2025-09-10,BOA,Google Play,485,NEGATIVE,0.9997527003288268,Other
Very Good,5,2025-09-08,BOA,Google Play,486,POSITIVE,0.9998520612716676,Other
masha alla,5,2025-09-07,BOA,Google Play,487,NEGATIVE,0.9514626860618592,Other
Best banking transaction application in Ethiopia !,5,2025-09-05,BOA,Google Play,488,POSITIVE,0.9996905326843262,Transaction Performance
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,BOA,Google Play,489,NEUTRAL,0.5818164348602295,Other
tamaam kamal,1,2025-09-03,BOA,Google Play,490,POSITIVE,0.991887390613556,Other
በጣም ሐሪፍ,5,2025-09-03,BOA,Google Play,491,NEGATIVE,0.7850590348243713,Other
great 👍,5,2025-09-01,BOA,Google Play,492,POSITIVE,0.9997692704200744,Other
goof,4,2025-08-31,BOA,Google Play,493,NEGATIVE,0.9975278973579408,Other
absiniya banki,5,2025-08-29,BOA,Google Play,494,NEGATIVE,0.9083040952682496,Other
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,BOA,Google Play,495,NEGATIVE,0.9996929168701172,Customer Support
One of the best in this business,5,2025-08-25,BOA,Google Play,496,POSITIVE,0.999869465827942,Other
Excellent,5,2025-08-20,BOA,Google Play,497,POSITIVE,0.9998434782028198,Other
besat🥰,5,2025-08-19,BOA,Google Play,498,NEGATIVE,0.6970565915107727,Other
unlimited experience,5,2025-08-17,BOA,Google Play,499,POSITIVE,0.9997161030769348,Other
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-16,BOA,Google Play,500,NEGATIVE,0.999123990535736,Transaction Performance
very nice mobile banking app my favourite,5,2025-08-16,BOA,Google Play,501,POSITIVE,0.9997608065605164,Other
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,BOA,Google Play,502,NEGATIVE,0.9977737069129944,Account Access Issues
best apps,5,2025-08-15,BOA,Google Play,503,POSITIVE,0.999784529209137,Other
the worst app ever to exist in a bank history,1,2025-08-15,BOA,Google Play,504,NEGATIVE,0.9997841715812684,Other
thank you,5,2025-08-13,BOA,Google Play,505,POSITIVE,0.9998352527618408,Other
Best mobile app in the country,5,2025-08-13,BOA,Google Play,506,POSITIVE,0.999710738658905,Other
not fast,2,2025-08-12,BOA,Google Play,507,NEGATIVE,0.9949790835380554,Transaction Performance
keeps freezing at the front page.,1,2025-08-10,BOA,Google Play,508,NEGATIVE,0.9948282837867736,Other
it is not working on redminote 11 pro+ pls fix it,1,2025-08-07,BOA,Google Play,509,NEGATIVE,0.9996861219406128,App Reliability
abseniya bank app,5,2025-08-07,BOA,Google Play,510,NEGATIVE,0.6962249279022217,Other
good,5,2025-08-05,BOA,Google Play,511,POSITIVE,0.999816119670868,Other
yes goode app,5,2025-08-03,BOA,Google Play,512,POSITIVE,0.9997490048408508,Other
Great App,5,2025-08-02,BOA,Google Play,513,POSITIVE,0.999821126461029,Other
1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,BOA,Google Play,514,NEGATIVE,0.999749481678009,App Reliability
ረጀብነሱ,1,2025-07-31,BOA,Google Play,515,NEGATIVE,0.6970565915107727,Other
The Worst Mobile Banking App.,1,2025-07-30,BOA,Google Play,516,NEGATIVE,0.9997994303703308,Other
giod,5,2025-07-30,BOA,Google Play,517,POSITIVE,0.9893913269042968,Other
best bank in ethiopia,5,2025-07-29,BOA,Google Play,518,POSITIVE,0.999733030796051,Other
waqayyoo,5,2025-07-27,BOA,Google Play,519,NEUTRAL,0.5036855340003967,Other
please is not working,2,2025-07-27,BOA,Google Play,520,NEGATIVE,0.9997643828392028,App Reliability
nothing when I need to install the Apk it say that re-up date,5,2025-07-24,BOA,Google Play,521,NEGATIVE,0.9985933899879456,Feature Requests
I can log in from any where,5,2025-07-22,BOA,Google Play,522,NEGATIVE,0.9497753977775574,Other
😇,3,2025-07-20,BOA,Google Play,523,NEGATIVE,0.6970565915107727,Other
no proplem,5,2025-07-20,BOA,Google Play,524,NEGATIVE,0.991222620010376,Other
👍👍👍,5,2025-07-19,BOA,Google Play,525,NEGATIVE,0.6970565915107727,Other
excellent app,5,2025-07-18,BOA,Google Play,526,POSITIVE,0.9998356103897096,Other
good work,5,2025-07-15,BOA,Google Play,527,POSITIVE,0.999841332435608,Other
☹️,5,2025-07-15,BOA,Google Play,528,NEGATIVE,0.6970565915107727,Other
excellent,5,2025-07-14,BOA,Google Play,529,POSITIVE,0.9998434782028198,Other
Great BoA,5,2025-07-14,BOA,Google Play,530,POSITIVE,0.9992689490318298,Other
Good,5,2025-07-14,BOA,Google Play,531,POSITIVE,0.999816119670868,Other
Okay,4,2025-07-13,BOA,Google Play,532,POSITIVE,0.9997709393501282,Other
not working,1,2025-07-12,BOA,Google Play,533,NEGATIVE,0.999777853488922,App Reliability
This App is Getting worse and worse with every update,2,2025-07-11,BOA,Google Play,534,NEGATIVE,0.999568521976471,Feature Requests
ምርጥ ነው,1,2025-07-10,BOA,Google Play,535,NEGATIVE,0.7850590348243713,Other
nice,5,2025-07-10,BOA,Google Play,536,POSITIVE,0.9998552799224854,Other
Best app,5,2025-07-07,BOA,Google Play,537,POSITIVE,0.999686598777771,Other
meku,5,2025-07-07,BOA,Google Play,538,POSITIVE,0.9421749114990234,Other
nice,4,2025-07-04,BOA,Google Play,539,POSITIVE,0.9998552799224854,Other
awasome app go a head,5,2025-07-03,BOA,Google Play,540,NEGATIVE,0.998092234134674,Other
😎,5,2025-07-03,BOA,Google Play,541,NEGATIVE,0.6970565915107727,Other
it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-02,BOA,Google Play,542,NEGATIVE,0.9994389414787292,App Reliability
"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",3,2025-07-02,BOA,Google Play,543,NEGATIVE,0.9973018169403076,Account Access Issues
Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,BOA,Google Play,544,NEGATIVE,0.9851245284080504,User Interface & Experience
wow,5,2025-06-30,BOA,Google Play,545,POSITIVE,0.999592125415802,Other
"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-26,BOA,Google Play,546,NEGATIVE,0.9996988773345948,Customer Support
amazing Banks App👌👌,3,2025-06-25,BOA,Google Play,547,POSITIVE,0.9998063445091248,Other
goof,5,2025-06-25,BOA,Google Play,548,NEGATIVE,0.9975278973579408,Other
good App fore me,5,2025-06-25,BOA,Google Play,549,POSITIVE,0.9998444318771362,Other
"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,BOA,Google Play,550,NEGATIVE,0.9995253086090088,App Reliability
fantastic,5,2025-06-22,BOA,Google Play,551,POSITIVE,0.9998743534088136,Other
👍,4,2025-06-21,BOA,Google Play,552,NEGATIVE,0.6970565915107727,Other
it's nice to use.,5,2025-06-20,BOA,Google Play,553,POSITIVE,0.999835729598999,Other
app doesn't start,1,2025-06-20,BOA,Google Play,554,NEGATIVE,0.9973676800727844,Other
Excellent application,5,2025-06-18,BOA,Google Play,555,POSITIVE,0.9998571872711182,Other
its very bad app its very slow,1,2025-06-17,BOA,Google Play,556,NEGATIVE,0.9998086094856262,Transaction Performance
ብዙዬ ሺዋየ በለጠ,1,2025-06-15,BOA,Google Play,557,NEGATIVE,0.8337252736091614,Other
good,1,2025-06-15,BOA,Google Play,558,POSITIVE,0.999816119670868,Other
Good job!,5,2025-06-13,BOA,Google Play,559,POSITIVE,0.9998481273651124,Other
best financial app.,5,2025-06-11,BOA,Google Play,560,POSITIVE,0.9997761845588684,Other
ቆንጆ ነው በርቱ,5,2025-06-11,BOA,Google Play,561,NEGATIVE,0.8337252736091614,Other
the worst app humans ever created,1,2025-06-09,BOA,Google Play,562,NEGATIVE,0.9998008608818054,Other
it's not working,3,2025-06-05,BOA,Google Play,563,NEGATIVE,0.9997857213020324,App Reliability
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,BOA,Google Play,564,NEGATIVE,0.999415159225464,App Reliability
exceptional,5,2025-06-03,BOA,Google Play,565,POSITIVE,0.9998514652252196,Other
BoA Mobile good bank,5,2025-06-02,BOA,Google Play,566,POSITIVE,0.9984728693962096,Other
this is worest app 24/7 loading,1,2025-06-01,BOA,Google Play,567,NEGATIVE,0.993474304676056,Other
BoA system is confartable,5,2025-05-31,BOA,Google Play,568,NEGATIVE,0.9980142116546632,Other
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,BOA,Google Play,569,NEGATIVE,0.99980491399765,Customer Support
Good service.,3,2025-05-25,BOA,Google Play,570,POSITIVE,0.9998533725738524,Customer Support
the app crush frequently,1,2025-05-24,BOA,Google Play,571,NEGATIVE,0.998525083065033,Other
good,5,2025-05-22,BOA,Google Play,572,POSITIVE,0.999816119670868,Other
You guys keeps getting worst,1,2025-05-21,BOA,Google Play,573,NEGATIVE,0.9997075200080872,Other
good,5,2025-05-21,BOA,Google Play,574,POSITIVE,0.999816119670868,Other
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,Google Play,575,NEGATIVE,0.999026656150818,Transaction Performance
BoA,2,2025-05-20,BOA,Google Play,576,NEGATIVE,0.7410542368888855,Other
good,5,2025-05-20,BOA,Google Play,577,POSITIVE,0.999816119670868,Other
but not opening on android,4,2025-05-19,BOA,Google Play,578,NEGATIVE,0.9952228665351868,Account Access Issues
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,BOA,Google Play,579,NEGATIVE,0.9997984766960144,Account Access Issues
amazing,5,2025-05-18,BOA,Google Play,580,POSITIVE,0.999875545501709,Other
excellent,5,2025-05-15,BOA,Google Play,581,POSITIVE,0.9998434782028198,Other
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,BOA,Google Play,582,NEGATIVE,0.9992283582687378,Other
nice,5,2025-05-10,BOA,Google Play,583,POSITIVE,0.9998552799224854,Other
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,BOA,Google Play,584,NEGATIVE,0.9994921684265136,Account Access Issues
Best app,5,2025-05-09,BOA,Google Play,585,POSITIVE,0.999686598777771,Other
liking this application good 👍,5,2025-05-07,BOA,Google Play,586,POSITIVE,0.9996829032897948,Other
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,BOA,Google Play,587,NEGATIVE,0.9989790916442872,User Interface & Experience
good,5,2025-05-06,BOA,Google Play,588,POSITIVE,0.999816119670868,Other
good,5,2025-05-02,BOA,Google Play,589,POSITIVE,0.999816119670868,Other
good,4,2025-04-30,BOA,Google Play,590,POSITIVE,0.999816119670868,Other
good,4,2025-04-30,BOA,Google Play,591,POSITIVE,0.999816119670868,Other
wow,5,2025-04-28,BOA,Google Play,592,POSITIVE,0.999592125415802,Other
it's really good 👍,5,2025-04-23,BOA,Google Play,593,POSITIVE,0.9998701810836792,Other
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,BOA,Google Play,594,NEGATIVE,0.9995198249816896,Other
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,BOA,Google Play,595,NEGATIVE,0.9997255206108092,Account Access Issues
Best,2,2025-04-19,BOA,Google Play,596,POSITIVE,0.9997941851615906,Other
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-18,BOA,Google Play,597,NEGATIVE,0.999669909477234,Feature Requests
yideg,1,2025-04-17,BOA,Google Play,598,NEGATIVE,0.7675821781158447,Account Access Issues
great boa,5,2025-04-10,BOA,Google Play,599,POSITIVE,0.9992689490318298,Other
Best,5,2025-04-10,BOA,Google Play,600,POSITIVE,0.9997941851615906,Other
boa of mobile backing,5,2025-04-09,BOA,Google Play,601,NEGATIVE,0.980626106262207,Other
nice,5,2025-04-08,BOA,Google Play,602,POSITIVE,0.9998552799224854,Other
faster bank of Abissinya,5,2025-04-08,BOA,Google Play,603,POSITIVE,0.9722142815589904,Transaction Performance
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,Google Play,604,NEGATIVE,0.9996716976165771,Customer Support
it just doesn't work...so frustrating,1,2025-04-07,BOA,Google Play,605,NEGATIVE,0.999774158000946,Other
like,5,2025-04-06,BOA,Google Play,606,POSITIVE,0.9910564422607422,Other
it's not work correctly... you must have update it,1,2025-04-06,BOA,Google Play,607,NEGATIVE,0.9998013377189636,Feature Requests
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,BOA,Google Play,608,POSITIVE,0.9575353264808656,Transaction Performance
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,BOA,Google Play,609,NEUTRAL,0.5856854915618896,Account Access Issues
good but they don't update enough don't add new things,3,2025-04-04,BOA,Google Play,610,NEGATIVE,0.9693678617477416,Feature Requests
very good,5,2025-04-02,BOA,Google Play,611,POSITIVE,0.9998520612716676,Other
thank you,5,2025-04-01,BOA,Google Play,612,POSITIVE,0.9998352527618408,Other
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-03-31,BOA,Google Play,613,NEGATIVE,0.9990907907485962,Transaction Performance
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,BOA,Google Play,614,NEGATIVE,0.9973751306533812,Customer Support
good application,5,2025-03-30,BOA,Google Play,615,POSITIVE,0.999854564666748,Other
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,BOA,Google Play,616,NEGATIVE,0.9995684027671814,Transaction Performance
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,BOA,Google Play,617,NEGATIVE,0.9996182918548584,Other
always problematic hardly works,1,2025-03-26,BOA,Google Play,618,NEGATIVE,0.99955552816391,Customer Support
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,BOA,Google Play,619,NEGATIVE,0.9997418522834778,Account Access Issues
best app,5,2025-03-25,BOA,Google Play,620,POSITIVE,0.999686598777771,Other
very good,5,2025-03-25,BOA,Google Play,621,POSITIVE,0.9998520612716676,Other
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,BOA,Google Play,622,NEGATIVE,0.9998050332069396,Other
great BoA,5,2025-03-22,BOA,Google Play,623,POSITIVE,0.9992689490318298,Other
best,5,2025-03-21,BOA,Google Play,624,POSITIVE,0.9997941851615906,Other
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,BOA,Google Play,625,NEGATIVE,0.9988333582878112,Transaction Performance
good,5,2025-03-20,BOA,Google Play,626,POSITIVE,0.999816119670868,Other
good,5,2025-03-19,BOA,Google Play,627,POSITIVE,0.999816119670868,Other
there is no speed,1,2025-03-19,BOA,Google Play,628,NEGATIVE,0.9994422793388368,Transaction Performance
"For anyone who wants to download it, just don't!!!",1,2025-03-19,BOA,Google Play,629,NEGATIVE,0.999398112297058,Feature Requests
wonderful,5,2025-03-19,BOA,Google Play,630,POSITIVE,0.9998772144317628,Other
all worck,5,2025-03-19,BOA,Google Play,631,NEGATIVE,0.9971314668655396,Other
Loved it,5,2025-03-14,BOA,Google Play,632,POSITIVE,0.9998797178268432,Other
Wow,1,2025-03-13,BOA,Google Play,633,POSITIVE,0.999592125415802,Other
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,BOA,Google Play,634,NEGATIVE,0.9985970854759216,Account Access Issues
Improved to be the best,5,2025-03-11,BOA,Google Play,635,POSITIVE,0.9998570680618286,Feature Requests
BoA,5,2025-03-11,BOA,Google Play,636,NEGATIVE,0.7410542368888855,Other
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-10,BOA,Google Play,637,NEGATIVE,0.99748432636261,Transaction Performance
BoA Greqt Ethiopian bank.,5,2025-03-10,BOA,Google Play,638,NEGATIVE,0.8457716703414917,Other
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,BOA,Google Play,639,NEGATIVE,0.9994600415229796,App Reliability
Almost better compared to cbe where it is not qualified for,4,2025-03-09,BOA,Google Play,640,NEGATIVE,0.9741679430007936,Other
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,BOA,Google Play,641,POSITIVE,0.9998214840888976,Other
Wonderfull app,5,2025-03-07,BOA,Google Play,642,POSITIVE,0.9998815059661864,Other
i can't use this app why?,5,2025-03-07,BOA,Google Play,643,NEGATIVE,0.9993101358413696,Other
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,BOA,Google Play,644,NEGATIVE,0.9997013211250304,Account Access Issues
Wow,4,2025-03-05,BOA,Google Play,645,POSITIVE,0.999592125415802,Other
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,BOA,Google Play,646,NEGATIVE,0.9998133778572084,Other
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,BOA,Google Play,647,NEGATIVE,0.9959415793418884,Other
Good app,5,2025-03-03,BOA,Google Play,648,POSITIVE,0.9998493194580078,Other
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-02,BOA,Google Play,649,NEGATIVE,0.9916398525238036,Customer Support
It has good features but sometimes it doesn't work...0,1,2025-03-02,BOA,Google Play,650,NEGATIVE,0.9956711530685424,Feature Requests
Very poor proformance,1,2025-03-01,BOA,Google Play,651,NEGATIVE,0.9998043179512024,Other
It's not opening. Really frustrating,1,2025-03-01,BOA,Google Play,652,NEGATIVE,0.9997020363807678,Other
Verry Amazing App from all IB,5,2025-03-01,BOA,Google Play,653,POSITIVE,0.9997394680976868,Other
Not working on this days,1,2025-02-26,BOA,Google Play,654,NEGATIVE,0.9972773194313048,App Reliability
Thank you BoA,5,2025-02-23,BOA,Google Play,655,POSITIVE,0.9998399019241332,Other
best banking app in the wworld,5,2025-02-22,BOA,Google Play,656,POSITIVE,0.999572217464447,Other
Nice app and it's easy to use,5,2025-02-21,BOA,Google Play,657,POSITIVE,0.999751627445221,User Interface & Experience
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,BOA,Google Play,658,NEGATIVE,0.999267876148224,Transaction Performance
This is help full i like ittttt,5,2025-02-14,BOA,Google Play,659,POSITIVE,0.9977995753288268,Customer Support
The is not functional at all?,2,2025-02-12,BOA,Google Play,660,NEGATIVE,0.9997331500053406,Other
Best bank,5,2025-02-08,BOA,Google Play,661,POSITIVE,0.9997438788414,Other
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-06,BOA,Google Play,662,POSITIVE,0.9997236132621764,User Interface & Experience
good,5,2025-02-04,BOA,Google Play,663,POSITIVE,0.999816119670868,Other
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-03,BOA,Google Play,664,NEGATIVE,0.6970565915107727,Other
I have been using this app for two years.It is amazing.,5,2025-01-31,BOA,Google Play,665,POSITIVE,0.9998595714569092,Other
Good 👍,5,2025-01-31,BOA,Google Play,666,POSITIVE,0.9998576641082764,Other
Sad experience,1,2025-01-30,BOA,Google Play,667,NEGATIVE,0.999068796634674,Other
Always do update and that is annoying,3,2025-01-26,BOA,Google Play,668,NEGATIVE,0.9994439482688904,Feature Requests
"Best app, somehow waiting a few minutes",5,2025-01-23,BOA,Google Play,669,NEGATIVE,0.6387038230895996,Customer Support
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-21,BOA,Google Play,670,NEGATIVE,0.9946038126945496,Other
Whenever I try to sign in app close please fixed it out,2,2025-01-21,BOA,Google Play,671,NEGATIVE,0.997660994529724,Account Access Issues
Beter,5,2025-01-21,BOA,Google Play,672,POSITIVE,0.6771944165229797,Other
Boa,4,2025-01-18,BOA,Google Play,673,NEGATIVE,0.7410542368888855,Other
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,BOA,Google Play,674,NEGATIVE,0.9979276657104492,Transaction Performance
Aadan Axmed Barkhadle,5,2025-01-17,BOA,Google Play,675,POSITIVE,0.6127519011497498,Other
😡😡😡🤬🤬🤬,1,2025-01-16,BOA,Google Play,676,NEGATIVE,0.6970565915107727,Other
Horrible customer service and app crashes Horrible!!,1,2025-01-15,BOA,Google Play,677,NEGATIVE,0.9997913241386414,Customer Support
I love it,5,2025-01-14,BOA,Google Play,678,POSITIVE,0.9998799562454224,Other
Best,5,2025-01-14,BOA,Google Play,679,POSITIVE,0.9997941851615906,Other
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,BOA,Google Play,680,NEGATIVE,0.9985793828964232,Other
Good🙏,5,2025-01-11,BOA,Google Play,681,NEGATIVE,0.6970565915107727,Other
Like to much,5,2025-01-10,BOA,Google Play,682,POSITIVE,0.9997984766960144,Other
Thank you,5,2025-01-10,BOA,Google Play,683,POSITIVE,0.9998352527618408,Other
Perfect,5,2025-01-09,BOA,Google Play,684,POSITIVE,0.9998517036437988,Other
The best of best,5,2025-01-09,BOA,Google Play,685,POSITIVE,0.9998393058776855,Other
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,BOA,Google Play,686,NEGATIVE,0.9016599655151368,User Interface & Experience
Boa,5,2025-01-05,BOA,Google Play,687,NEGATIVE,0.7410542368888855,Other
Great 👍,5,2025-01-04,BOA,Google Play,688,POSITIVE,0.9997692704200744,Other
Fast and suitable for the customers.,5,2025-01-03,BOA,Google Play,689,POSITIVE,0.9997920393943788,Transaction Performance
Good 👍,5,2025-01-03,BOA,Google Play,690,POSITIVE,0.9998576641082764,Other
Good app and helpful,5,2025-01-03,BOA,Google Play,691,POSITIVE,0.9998565912246704,Customer Support
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-02,BOA,Google Play,692,NEGATIVE,0.9978498220443726,Customer Support
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,BOA,Google Play,693,NEGATIVE,0.9992759823799132,Account Access Issues
It doesn't work at all.,2,2025-01-02,BOA,Google Play,694,NEGATIVE,0.9997771382331848,Other
this app is not available,1,2025-01-01,BOA,Google Play,695,NEGATIVE,0.9997593760490416,Other
Best,5,2025-01-01,BOA,Google Play,696,POSITIVE,0.9997941851615906,Other
Wow what amazing,5,2024-12-30,BOA,Google Play,697,POSITIVE,0.9998555183410645,Other
love it,5,2024-12-30,BOA,Google Play,698,POSITIVE,0.99987530708313,Other
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,BOA,Google Play,699,NEGATIVE,0.9733067750930786,Other
Lemn embi yilal??,5,2024-12-30,BOA,Google Play,700,NEGATIVE,0.990697145462036,Other
Good,5,2024-12-30,BOA,Google Play,701,POSITIVE,0.999816119670868,Other
It's useless app downgraded.,1,2024-12-29,BOA,Google Play,702,NEGATIVE,0.999807059764862,Other
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,BOA,Google Play,703,NEGATIVE,0.7652340531349182,Account Access Issues
Nice,5,2024-12-26,BOA,Google Play,704,POSITIVE,0.9998552799224854,Other
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-23,BOA,Google Play,705,NEGATIVE,0.9997933506965636,Account Access Issues
አይሰራም ሼም ነው፤,1,2024-12-23,BOA,Google Play,706,NEGATIVE,0.8616330027580261,Other
Not that much bad,3,2024-12-22,BOA,Google Play,707,POSITIVE,0.998815894126892,Other
Fine,5,2024-12-20,BOA,Google Play,708,POSITIVE,0.9998335838317872,Other
The dirtiest application ever seen...,1,2024-12-20,BOA,Google Play,709,NEGATIVE,0.995487630367279,Other
Nic ap,5,2024-12-19,BOA,Google Play,710,POSITIVE,0.9873360991477966,Other
The forest app ever,1,2024-12-19,BOA,Google Play,711,POSITIVE,0.9840954542160034,Other
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-18,BOA,Google Play,712,NEGATIVE,0.9967040419578552,Feature Requests
Bank of abissena,1,2024-12-17,BOA,Google Play,713,POSITIVE,0.9480117559432985,Other
Good,3,2024-12-16,BOA,Google Play,714,POSITIVE,0.999816119670868,Other
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,BOA,Google Play,715,NEGATIVE,0.9888866543769836,Transaction Performance
GOOD,5,2024-12-14,BOA,Google Play,716,POSITIVE,0.999816119670868,Other
The worst banking app ever. Never works!,1,2024-12-13,BOA,Google Play,717,NEGATIVE,0.999800741672516,Other
Poorly functioning app,3,2024-12-13,BOA,Google Play,718,NEGATIVE,0.999775230884552,Other
Very nice,5,2024-12-12,BOA,Google Play,719,POSITIVE,0.9998563528060912,Other
